;text;result;predict_cl
9922;в году не планируют;отказ нет потребности;не нужен\не может\не хочет
9923;не устроила ставка;отказ не устр параметры;не нужен\не может\не хочет
9924;оксана директор нет потребности;отказ нет потребности;не нужен\не может\не хочет
9925;озвученные условия не заинтересовали;отказ нет потребности;не нужен\не может\не хочет
9926;кредит безалоговый;фз – отказ клиента;др продукт сб
9927;высокая ставка пожелание клиента;отказ не устр цена продукта;дорогие тарифы
9928;овердрафт не интересен;отказ нет потребности;не нужен\не может\не хочет
9929;достаточно действующих обязательств;отказ нет потребности;не нужен\не может\не хочет
9930;компания полностью закредитована;отказ нет потребности;не ведет деятельность
9931;отказ кредитование не интересно;отказ категорический отказ;отказ
9932;рефинансирование не интересует;отказ нет потребности;не нужен\не может\не хочет
9933;закрытие по фз;отказ не лоялен к банку;не ведет деятельность
9934;клиент кредитуется в сбербанке;отказ нет потребности;есть кредит
9935;отказ не устр;отказ не устр параметры;отказ
9936;сейчас не интересует отказ;отказ нет потребности;не нужен\не может\не хочет
9937;кредит не актуален;отказ нет потребности;не нужен\не может\не хочет
9938;михаил геннадьевич;отказ нет потребности;мусор
9939;у клиента закрыт кредит;фз – отказ клиента;погашен
9940;назначена встреча на;отказ нет потребности;надежда есть
9941;не кред ся;отказ не устр параметры;не нужен\не может\не хочет
9942;рефинансирование не требуется;отказ нет потребности;не нужен\не может\не хочет
9943;покупать не собираются;отказ нет потребности;отказ
9944;направило ком предложение;отказ нет потребности;выполнено
9945;не планирует сейчас кредитоваться;отказ нет потребности;отказ
9946;тел выключен;отказ не устр параметры;нет контактов
9947;получил кредит в августе;отказ нет потребности;есть кредит
9948;продукт не фабрика;отказ нет потребности;не нужен\не может\не хочет
9949;предложено страхование клиент отказался;отказ не устр цена продукта;отказ
9950;уже оформлена;отказ продукт уже есть;др продукт сб
9951;подавали заявку отказ банка;отказ не устр параметры;отказ
9952;отказ от рефинансирования;отказ нет потребности;отказ
9953;ооо скоро будет закрыто;отказ нет потребности;не ведет деятельность
9954;исполнено;отказ сотруднич с др банком;выполнено
9955;срок деят ти;отказ не устр параметры;не ведет деятельность
9956;учредитель с плохой ки;отказ нет потребности;не соответсвует требованиям
9957;отказ от карты;отказ нет потребности;отказ
9958;отказ обходят без кк;отказ нет потребности;отказ
9959;не пользуються кредитными средствами;отказ нет потребности;отказ
9960;у клиента полохая ки;отказ сотруднич с др банком;не нужен\не может\не хочет
9961;большая ставка по доверию;отказ не устр параметры;отказ
9962;данное предложение неактуально;отказ нет потребности;не нужен\не может\не хочет
9963;бизнес закрывается;отказ нет потребности;не ведет деятельность
9964;повторный звонок;отказ нет потребности;звонок
9965;организация счет закрыла;отказ не лоялен к банку;не ведет деятельность
9966;в торгах не участвуют;отказ нет потребности;не нужен\не может\не хочет
9967;клиент настроен не лояльно;отказ не лоялен к банку;не лоялен 
9968;отказ реструктуризация не требуется;отказ нет потребности;отказ от реструктуризации
9969;назначена встреча на май;отказ нет потребности;надежда есть
9970;хватает собственных средств;отказ категорический отказ;не нужен\не может\не хочет
9971;бросил трубку;фз – отказ клиента;не разговаривают
9972;клиент не заинтересован ошибочно;отказ нет потребности;не нужен\не может\не хочет
9973;кк не кредитуются;отказ нет потребности;отказ
9974;клиент закрыт по спарту;отказ нет потребности;счет закрыт
9975;высокая процентная ставка;отказ нет потребности;дорогие тарифы
9976;клиент не желает общаться;отказ нет потребности;не нужен\не может\не хочет
9977;предприятие готовиться к ликвидации;отказ нет потребности;ликвидация
9978;клиент согласия не давал;отказ категорический отказ;не нужен\не может\не хочет
9979;отказ собствен средства;отказ нет потребности;отказ
9980;отсутствует потребность клиент отказался;отказ категорический отказ;не нужен\не может\не хочет
9981;пока не планирует;отказ нет потребности;пока
9982;выслано кп;отказ нет потребности;выполнено
9983;не нужен пока кредит;отказ нет потребности;не нужен\не может\не хочет
9984;ничего не интересует;отказ нет потребности;не нужен\не может\не хочет
9985;клиент закрыл счет;отказ категорический отказ;счет закрыт
9986;кг екатеринодар инвестрой скб;отказ нет потребности;др банк
9987;новый клиент не кредитуется;отказ нет потребности;отказ
9988;организация работает менее месяцев;отказ нет потребности;небольшие обороты
9989;нет вотребности в продукте;отказ нет потребности;не нужен\не может\не хочет
9990;клиент не готов общаться;отказ категорический отказ;отказ
9991;деятельность организации приостановлена;отказ нет потребности;не ведет деятельность
9992;нет дейчтвующих сотрудников;отказ нет потребности;не нужен\не может\не хочет
9993;помещение в собвености учредителя;отказ нет потребности;голов. комп
9994;не рассматривают кред е;отказ нет потребности;не нужен\не может\не хочет
9995;текущих потребностей нет;отказ нет потребности;не нужен\не может\не хочет
9996;клиенту направлено коммерческое предложение;отказ нет потребности;выполнено
9997;клиент увеличит обороты;отказ нет потребности;небольшие обороты
9998;к закрытию;отказ нет потребности;не ведет деятельность
9999;дмитриева л не кредитуются;отказ нет потребности;отказ
10000;закрыли по требованию комплайнс;отказ не лоялен к банку;счет закрыт
10001;отказ банка плохая ки;отказ нет потребности;отказ
10002;кредитуются по другой организации;отказ нет потребности;др банк
10003;не кредитуются;отказ не устр цена продукта;отказ
10004;закрытие счета по комплайнс;отказ не лоялен к банку;ошибка выборки
10005;татьяна потребности нет;отказ нет потребности;не нужен\не может\не хочет
10006;задача исполнена;фз – отказ клиента;выполнено
10007;не устраивает сумма лимита;отказ не устр параметры;условия
10008;плохая кредитная история;отказ не устр параметры;не соответсвует требованиям
10009;отказ обходится собственными средствами;отказ нет потребности;не нужен\не может\не хочет
10010;красная зона проблемности;отказ нет потребности;черная зона
10011;политика выхода из клиента;отказ не устр параметры;дорогие тарифы
10012;категорический отказ;отказ категорический отказ;отказ категорический
10013;сотрудничают с уралсибом;отказ сотруднич с др банком;др банк
10014;не хотят;отказ нет потребности;не нужен\не может\не хочет
10015;плохая кред история;отказ не устр параметры;не соответсвует требованиям
10016;отказ от банковских услуг;отказ нет потребности;отказ
10017;не нужно справляемся сами;отказ нет потребности;не нужен\не может\не хочет
10018;не кредитуемся потребности нет;отказ нет потребности;не нужен\не может\не хочет
10019;клиенту не нужен кредит;отказ нет потребности;не нужен\не может\не хочет
10020;ирина степановна;отказ нет потребности;мусор
10021;сейчас потребности нет;отказ нет потребности;не нужен\не может\не хочет
10022;клиент от встречи отказался;отказ нет потребности;отказ
10023;директор планирует закрывать компанию;отказ не устр параметры;планируют закрывать счет
10024;при необходимости обратится сам;отказ нет потребности;не нужен\не может\не хочет
10025;кредитование не плавнирует;отказ нет потребности;отказ
10026;клиент не палнирует кредитование;отказ нет потребности;отказ
10027;пока отказ;отказ нет потребности;отказ
10028;ничего не надо;отказ не лоялен к банку;не нужен\не может\не хочет
10029;потребности в бг нет;отказ нет потребности;не нужен\не может\не хочет
10030;закредитована;отказ нет потребности;есть кредит
10031;отказ не рассматривают;отказ нет потребности;отказ
10032;нет потребности вообще;отказ нет потребности;не нужен\не может\не хочет
10033;учредитель гражданин рб;отказ не устр параметры;др банк
10034;пользуется своими ден средствами;отказ нет потребности;не нужен\не может\не хочет
10035;клиенту не требуется финансирование;отказ нет потребности;не нужен\не может\не хочет
10036;не устраивают по кредитам;отказ не устр параметры;не соответсвует требованиям
10037;клиент отказался от сотрудничества;отказ сотруднич с др банком;отказ
10038;счёт закрыт по фз;отказ не устр параметры;счет закрыт
10039;кредитуются в др банке;отказ нет потребности;др банк
10040;деятельность не ведет;отказ нет потребности;не ведет деятельность
10041;приобретение недвижимости не палнируют;отказ нет потребности;не нужен\не может\не хочет
10042;нет потребности организация закрыта;отказ нет потребности;не нужен\не может\не хочет
10043;ком предл пу;отказ нет потребности;выполнено
10044;заинтересованности не выявлено;отказ нет потребности;не нужен\не может\не хочет
10045;не заинтересован;отказ нет потребности;не нужен\не может\не хочет
10046;плохая совокупная кредитная история;отказ не устр параметры;не соответсвует требованиям
10047;пок акредит не нужен;отказ нет потребности;не нужен\не может\не хочет
10048;в кредитовании не нуждается;отказ категорический отказ;не нужен\не может\не хочет
10049;плохая коедитная история;отказ не лоялен к банку;не соответсвует требованиям
10050;ничего не интересно;отказ нет потребности;не нужен\не может\не хочет
10051;плохое финансовое состояние;отказ нет потребности;не соответсвует требованиям
10052;прекращение деятельности;отказ категорический отказ;не ведет деятельность
10053;пока в кредитовании;отказ нет потребности;пока
10054;закрыла фх деят ть;отказ нет потребности;не ведет деятельность
10055;нет интересно;отказ нет потребности;не нужен\не может\не хочет
10056;кредитование неинтересно судебные дела;отказ нет потребности;не нужен\не может\не хочет
10057;кредитование клиенту уже неактуально;отказ категорический отказ;отказ
10058;компания не кредитуется;отказ категорический отказ;отказ
10059;нет действующих договоров;отказ треб продукт отсут ет;не нужен\не может\не хочет
10060;экономическая ситуация;отказ нет потребности;небольшие обороты
10061;новый кредит не нужен;отказ нет потребности;не нужен\не может\не хочет
10062;кк пока не надо;отказ нет потребности;не нужен\не может\не хочет
10063;кредиты не интересуют смирнов;отказ нет потребности;не нужен\не может\не хочет
10064;продукты банка не интересны;отказ категорический отказ;не нужен\не может\не хочет
10065;нет потребности;отказ сотруднич с др банком;не нужен\не может\не хочет
10066;не интересен овердрафт;отказ нет потребности;не нужен\не может\не хочет
10067;клиент проконсультирован нет потребности;отказ нет потребности;не нужен\не может\не хочет
10068;не нуждаются в крдитовании;отказ нет потребности;не нужен\не может\не хочет
10069;большие проценты;отказ не устр параметры;дорогие тарифы
10070;гсл др сегмент средний;отказ нет потребности;сегмент
10071;не рассматривает;отказ нет потребности;не разговаривают
10072;лизинг не требуется;отказ нет потребности;не нужен\не может\не хочет
10073;от предложения отказались;отказ нет потребности;отказ
10074;большие ставки по кредиту;отказ не устр параметры;дорогие тарифы
10075;отказ от продукта;отказ категорический отказ;отказ
10076;возможно лизинг осенью;отказ нет потребности;надежда есть
10077;назначена встреча;фз – отказ клиента;надежда есть
10078;кредит закрыт;фз – отказ клиента;погашен
10079;клиент не согласен;отказ нет потребности;не нужен\не может\не хочет
10080;пока справляется собственными силами;отказ нет потребности;не нужен\не может\не хочет
10081;закрвыает счет;отказ нет потребности;счет закрыт
10082;не интерсено предложение;отказ нет потребности;не нужен\не может\не хочет
10083;отказались от кредитования;отказ нет потребности;отказ
10084;переговоры с бухгалтером евгения;отказ нет потребности;выполнено
10085;не требуется все устраивает;отказ нет потребности;не нужен\не может\не хочет
10086;нет контактов передано акм;отказ нет потребности;нет контактов
10087;ип закрыто;фз – отказ клиента;не ведет деятельность
10088;кредит погашен;фз – отказ клиента;погашен
10089;нет потребности бросили трубку;отказ нет потребности;не разговаривают
10090;на текущий момент неинетерсно;отказ нет потребности;пока
10091;размещают депозиты по руб;отказ нет потребности;не нужен\не может\не хочет
10092;необходимость залога;отказ не устр параметры;не нужен\не может\не хочет
10093;от подписания отказался;отказ нет потребности;отказ
10094;эо не рассчитался;отказ нет потребности;не нужен\не может\не хочет
10095;не лоялен к банку;фз – отказ клиента;не лоялен 
10096;на текущий момент отказ;отказ нет потребности;отказ
10097;в апреле рассмотрит предложение;отказ нет потребности;надежда есть
10098;отказ нет потребности;отказ продукт уже есть;не нужен\не может\не хочет
10099;клиент закрыл счет;отказ нет потребности;счет закрыт
10100;новая организация только открылись;отказ нет потребности;новая компания
10101;достаточно собственных ден ср;отказ нет потребности;не нужен\не может\не хочет
10102;тсж нет потребности;отказ нет потребности;не нужен\не может\не хочет
10103;работают только с наличкой;отказ нет потребности;не нужен\не может\не хочет
10104;отказ ставка не устраивает;отказ нет потребности;отказ
10105;сергей;отказ нет потребности;мусор
10106;заемные средства не привлекает;отказ нет потребности;не нужен\не может\не хочет
10107;не ведет деятельность;отказ категорический отказ;не ведет деятельность
10108;не устраивает цена обслуживания;отказ не устр цена продукта;дорогие тарифы
10109;пришел отказ по доверию;отказ не устр параметры;отказ
10110;кредит погашен;фз – отказ клиента;погашен
10111;продукт не требуется;отказ треб продукт отсут ет;не нужен\не может\не хочет
10112;все потребности клиента закрыты;отказ категорический отказ;не нужен\не может\не хочет
10113;кредит агролизинг;отказ не устр параметры;др банк
10114;большая задолженость по картотеке;отказ не устр параметры;не соответсвует требованиям
10115;кредитование не рассматривают совсем;отказ нет потребности;отказ
10116;нет потребности в кредитвание;отказ нет потребности;не нужен\не может\не хочет
10117;крещитование клиенту не интересно;отказ нет потребности;не нужен\не может\не хочет
10118;не заинтересованы заинтересован;отказ нет потребности;не нужен\не может\не хочет
10119;разговаривала с бухгалтером;отказ нет потребности;не разговаривают
10120;кредитные средства не рассматривают;отказ нет потребности;отказ
10121;все еще приостановлена деятельность;отказ нет потребности;не ведет деятельность
10122;кредит неинтересует;отказ нет потребности;не нужен\не может\не хочет
10123;не пользуются кредитными средствами;отказ категорический отказ;отказ
10124;клиент находиться в заблокирован;отказ не лоялен к банку;не лоялен 
10125;деятельность временно не ведется;отказ нет потребности;не ведет деятельность
10126;клиент км туркиной;отказ нет потребности;км
10127;категорический отказ соственика;отказ нет потребности;отказ категорический
10128;невозможно подписать дс;фз – отказ клиента;отказ
10129;нет кредитов доверие;фз – отказ клиента;не нужен\не может\не хочет
10130;клиент закрыл кредитные договора;фз – отказ клиента;отказ
10131;клиент хочет под годовых;отказ не устр цена продукта;не нужен\не может\не хочет
10132;нет потребности к редитовании;отказ нет потребности;не нужен\не может\не хочет
10133;звонок;отказ нет потребности;звонок
10134;просчитала овердрафт лимит;отказ нет потребности;др банк
10135;опф не соответствует;отказ нет потребности;условия
10136;кредитование актуально мае;отказ нет потребности;отказ
10137;большая процентная ставка;отказ не устр параметры;отказ
10138;проблемы с предыдущим кредитом;отказ нет потребности;не соответсвует требованиям
10139;кредитованием не пользуются;отказ нет потребности;отказ
10140;нет поребности в кредитовании;отказ нет потребности;не нужен\не может\не хочет
10141;достаточно своих;отказ нет потребности;не нужен\не может\не хочет
10142;отказ много кредитолв;отказ нет потребности;отказ
10143;пока не рассматривают кредитование;отказ нет потребности;пока
10144;студия танцев не актуально;отказ нет потребности;не нужен\не может\не хочет
10145;уже обращались получили отказ;отказ не устр параметры;отказ
10146;клиент продал бизнес ликвидация;отказ нет потребности;ликвидация
10147;счет закрыт;отказ не устр параметры;счет закрыт
10148;отказалась спавляется с платежами;отказ нет потребности;отказ
10149;счет на закрытие;отказ нет потребности;не ведет деятельность
10150;кредит не требуется;отказ нет потребности;не нужен\не может\не хочет
10151;компания прекратила свою деятельность;отказ нет потребности;не ведет деятельность
10152;проинформирован не кредитуется;отказ нет потребности;выполнено
10153;работает с другим банком;отказ нет потребности;др банк
10154;предложить в октябре;отказ нет потребности;др продукт сб
10155;туризм спад продаж;отказ нет потребности;небольшие обороты
10156;прорабатывается вопрос с кредитованием;отказ нет потребности;отказ
10157;использование исключительно собств средства;отказ нет потребности;не нужен\не может\не хочет
10158;отказ высокая кредитная ставка;отказ не устр параметры;отказ
10159;не клиент счет закрыт;отказ сотруднич с др банком;счет закрыт
10160;кредиты закрыты;фз – отказ клиента;погашен
10161;кутнер фармсервис;фз – отказ клиента;мусор
10162;р с закрыт;отказ нет потребности;счет закрыт
10163;предложен кредит не нуждается;отказ нет потребности;не нужен\не может\не хочет
10164;предложение не интетерсно;отказ нет потребности;не нужен\не может\не хочет
10165;интересует депозиты;отказ нет потребности;не нужен\не может\не хочет
10166;клиенту продукт не интересен;отказ сотруднич с др банком;не нужен\не может\не хочет
10167;зп в штате человек;отказ нет потребности;мусор
10168;нет действующих контрактов;отказ нет потребности;нет контактов
10169;вадим альбертович;отказ нет потребности;мусор
10170;отказ дорогие тарифы;отказ не устр цена продукта;дорогие тарифы
10171;не устраивают условия залога;отказ не устр параметры;условия
10172;не нужно;отказ категорический отказ;не нужен\не может\не хочет
10173;реструк ция не нужна;отказ нет потребности;отказ от реструктуризации
10174;получен отказ нет потребности;отказ нет потребности;отказ
10175;клиент не отвечает;фз – отказ клиента;не ответили
10176;отказ от рестр;отказ нет потребности;отказ от реструктуризации
10177;комплексное обслуживание в промсвязьбанке;отказ сотруднич с др банком;др банк
10178;отказ кредитование не рассматривают;отказ нет потребности;отказ
10179;свои деньги есть;отказ нет потребности;не нужен\не может\не хочет
10180;пока отказ нет потребности;отказ нет потребности;отказ
10181;пока кредит не нужен;отказ нет потребности;не нужен\не может\не хочет
10182;негатив кредитоваться не планирует;отказ нет потребности;не лоялен 
10183;срок ведения бизнеса месяца;отказ не устр параметры;небольшие обороты
10184;дробление организации;отказ нет потребности;не ведет деятельность
10185;ошибочно;отказ нет потребности;ошибка выборки
10186;категорически против кредитования;отказ сотруднич с др банком;не лоялен 
10187;не устраивают параметры банка;отказ не устр параметры;условия
10188;недовзон перезванивать;отказ нет потребности;не ответили
10189;связанные компании закредитованы;отказ нет потребности;есть кредит
10190;установлен эквайринг;отказ нет потребности;др продукт сб
10191;категорический отказ от сотрудничества;отказ нет потребности;отказ категорический
10192;нет документов на имущество;отказ нет потребности;много документов
10193;клиент планирует закрыть организацию;отказ нет потребности;не ведет деятельность
10194;заведена потенц продажа;отказ нет потребности;надежда есть
10195;от сотрудничества с сбербанком;отказ нет потребности;не лоялен 
10196;есть отложенная потребность;отказ нет потребности;не нужен\не может\не хочет
10197;погашена задолженность по кредиту;фз – отказ клиента;погашен
10198;отказ далеко ехать;фз – отказ клиента;отказ
10199;оферта кредит закрыт;отказ категорический отказ;погашен
10200;р с открыт ннабережной;отказ нет потребности;территориально
10201;планирует закыть ооо;отказ нет потребности;не ведет деятельность
10202;иван;отказ нет потребности;мусор
10203;отказ нет потребности;отказ нет потребности;не нужен\не может\не хочет
10204;неустраивает кредитования;отказ не устр параметры;дорогие тарифы
10205;продукт пока не интересен;отказ нет потребности;не нужен\не может\не хочет
10206;от кредитования отказываются;отказ нет потребности;отказ
10207;выполнено в рамках ап;отказ нет потребности;выполнено
10208;отказ от кредитования категорический;отказ нет потребности;отказ категорический
10209;кредит не нужен услуги;отказ нет потребности;не нужен\не может\не хочет
10210;не нужен зп;отказ нет потребности;не нужен\не может\не хочет
10211;отказ клиента нет необходимости;отказ нет потребности;отказ
10212;реорганизация раздел между учредителями;отказ нет потребности;реорганизация
10213;не привлекают кредитные средства;отказ нет потребности;не нужен\не может\не хочет
10214;гк планета спорт;отказ нет потребности;не ведет деятельность
10215;собств средства;отказ нет потребности;не нужен\не может\не хочет
10216;с налички;отказ нет потребности;не нужен\не может\не хочет
10217;негативное отношение к банку;отказ не лоялен к банку;не лоялен 
10218;отказ снижение выручки;отказ нет потребности;небольшие обороты
10219;счет закрыт;отказ не устр цена продукта;счет закрыт
10220;большой;отказ не устр параметры;дорогие тарифы
10221;выплачивает действующие кредиты;отказ нет потребности;др банк
10222;кредитная сделка в работе;отказ нет потребности;не соответсвует требованиям
10223;компания занимается подрядной деятельностью;отказ нет потребности;не ведет деятельность
10224;собственник не субъект;отказ нет потребности;не нужен\не может\не хочет
10225;ца кредлизюл;отказ нет потребности;непонятно
10226;действующее;отказ нет потребности;счет есть
10227;использование своих средств;отказ нет потребности;не нужен\не может\не хочет
10228;предложенные продукты не требуются;отказ нет потребности;не нужен\не может\не хочет
10229;клиент категорически против кредитов;отказ нет потребности;не лоялен 
10230;клиента не утраивают условия;отказ нет потребности;не нужен\не может\не хочет
10231;не требуется дополнительное финансирование;отказ категорический отказ;не нужен\не может\не хочет
10232;марина александровна нет потребности;отказ категорический отказ;не нужен\не может\не хочет
10233;в торгах не учавствует;отказ нет потребности;не нужен\не может\не хочет
10234;если появится потребность обратится;отказ нет потребности;не нужен\не может\не хочет
10235;отказ от всех услуг;отказ нет потребности;отказ
10236;рассматривается проектное финансирование;отказ нет потребности;отказ
10237;нет потребности;отказ нет потребности;не нужен\не может\не хочет
10238;митрий анатольевич;отказ нет потребности;мусор
10239;реструк не нужна;отказ нет потребности;отказ от реструктуризации
10240;работают только с россельхозбанком;отказ нет потребности;др банк
10241;кредит закрыт лб;фз – отказ клиента;погашен
10242;встреча назначена на;отказ нет потребности;надежда есть
10243;были просрочки не кредитуем;отказ нет потребности;не соответсвует требованиям
10244;вопрос кредитования не актуален;отказ категорический отказ;отказ
10245;не хочет привлекать поручителя;отказ не устр параметры;не нужен\не может\не хочет
10246;клиенту надо под;отказ не устр цена продукта;не нужен\не может\не хочет
10247;условия знают;отказ продукт уже есть;выполнено
10248;сейчас не нужно отказ;отказ нет потребности;отказ
10249;кк отказ;отказ нет потребности;отказ
10250;планируется закрытие бизнеса;отказ нет потребности;не ведет деятельность
10251;клиент отказался от общения;отказ нет потребности;отказ
10252;не кредит ся;отказ нет потребности;не нужен\не может\не хочет
10253;нет интереса к кредитованию;отказ нет потребности;не нужен\не может\не хочет
10254;пока нет потребности;отказ нет потребности;не нужен\не может\не хочет
10255;через год;отказ нет потребности;надежда есть
10256;сотрудничают с центром микрофинансирования;отказ сотруднич с др банком;др продукт сб
10257;телефон не доступен;отказ нет потребности;нет контактов
10258;тел екатерина николаевна бух;отказ нет потребности;мусор
10259;организация приостановила деятельность;отказ нет потребности;не ведет деятельность
10260;перезвонить через пару месяцев;отказ нет потребности;звонок
10261;много документов;отказ не устр параметры;много документов
10262;потребности в рефинансировании нет;отказ нет потребности;не нужен\не может\не хочет
10263;клиенту не требуется лизинг;отказ нет потребности;не нужен\не может\не хочет
10264;пока не требуется;отказ нет потребности;не нужен\не может\не хочет
10265;нет потребности в кредитах;отказ нет потребности;не нужен\не может\не хочет
10266;ранее обсуждались условия кредитования;отказ не устр цена продукта;выполнено
10267;большой размер аванса;отказ не устр цена продукта;мусор
10268;высокие ставки скорее нет;отказ не устр параметры;дорогие тарифы
10269;клиент работает с втб;отказ сотруднич с др банком;др банк
10270;отказ пока нет интереса;отказ нет потребности;отказ
10271;уставом не предусмотрено кредитвоание;отказ нет потребности;не нужен\не может\не хочет
10272;клиент не захотел общаться;отказ категорический отказ;не разговаривают
10273;не утраивает процентная ставка;отказ не устр параметры;не нужен\не может\не хочет
10274;процентные ставки сроки;отказ не устр параметры;дорогие тарифы
10275;обратяться позже сами;отказ нет потребности;надежда есть
10276;клиент открыл ооо г;отказ нет потребности;не ведет деятельность
10277;деятельность прекращена;отказ не устр параметры;не ведет деятельность
