;text;result;predict_cl
20448;контакт с ольгой геннадьевной расчетный счет в чиб в сбербанке не устраивает система банк клиент клиент пояснил что счет был открыт но были постоянные проблемы сейчас тоже рассматривает вопрос об отказе от терминала так как он разваливается и никто его не меняет;отказ нет потребности;думает
20449;платежные поручения клиент отправляет после не устраивают наши параметры;отказ нет потребности;условия
20450;р с в другом банке id пр р с основной пр б уральский банкреконструкции и развития б с с т т т т;отказ не устр параметры;др банк
20451;не иентересно ваше предложение счёт открыт в каком банке не говорят;отказ категорический отказ;отказ
20452;клиент уже открыл счет в альфа банке и установил наших тэ сейчас пока ничего менять не хочет;отказ категорический отказ;счет есть
20453;нет контактных данных поск через прайм ео гис;отказ нет потребности;нет контактов
20454;нет потребности как работают сейчас все устраивает обороты небольшие штат до чел удобно платить зп на руки в бг не участвуют;отказ нет потребности;др банк
20455;общалась с глбух переходить в сб не хотят назн повтр звонок дир;отказ нет потребности;звонок
20456;отказ клиент человек на данный момент не осуществляет коммерческую деяельность;отказ нет потребности; не ведет деятельность
20457;отказ сотрудничают альфа банком уходить оттуда не будут все устраивает все продукты там;отказ нет потребности;др банк
20458;не интересуют в данный момент продукты банка;отказ продукт уже есть;не нужен\не может\не хочет
20459;клиент просит еще время для обдумываняи решеия не готовы сразу перехзодить рассказы услвоия по акции клиент проинформирован по тариыам думает;отказ нет потребности;думает
20460;клиент обслуживается в альфа банке открывать счет в другом банке не планирует т к все устраивает в альфа банке и нет времени заморачиваться с документами;отказ нет потребности;др банк
20461;отказ от встречи счет уже открыли в другом банке;отказ нет потребности;отказ
20462;клиент обслуживается в мтс банк о встречи отказался категорически;отказ нет потребности;др банк
20463;пока нет потребности обслуживаются действительно в другом банке;отказ нет потребности;др банк
20464;счет открыт в челябинвесте переходить не хочен знаком с тарифами нашего банка в своем банке все устраевает отказ от встречи;отказ сотруднич с др банком;др банк
20465;при установке тэ хотела открыть р с у нас но сравнила по тарифам с другими банками и решила что тэ установить у нас а р открыла в убрире в настоящий момент там устраивает комиссия к нам переходить на рко не хочет потому что дорого;отказ не устр цена продукта;дорогие тарифы
20466;ок у клиента есть счет в до;отказ нет потребности;счет есть
20467;рко в рсхб тк там кредитные обязательства группы сб отказал в кредитовании;отказ нет потребности;др банк
20468;предложение по рко не интересно пока все устраивает в обслуживающем банке;отказ нет потребности;др банк
20469;отказ обслуживаются в банке открытие всё усттраивает;отказ нет потребности;др банк
20470;имеет р с в атб все устраивает переходить не хочет;отказ сотруднич с др банком;др банк
20471;генеральный директор щеглов сергей васильевич у клиента проверка просил перезвонить позже;отказ нет потребности;мусор
20472;переговоры с директором лысак алексей павлович тел рко в банке орбита в течение лет все устраивает кредитами и лизингом не пользуются зп из наличной выручки штат чел направить предложение по зпп руб на эл адрес centr snab bk ru;отказ нет потребности;отказ
20473;клиент рассматривает предложение повторный звонок отказ нет потребности в услугах сбербанка;отказ нет потребности;звонок
20474;на данный момент у клиента открыт расчетный счет в уралсибе потребности во втором счете нет;отказ нет потребности;не нужен\не может\не хочет
20475;отказ нет потребности ликвидация ип до;отказ нет потребности;ликвидация
20476;категорический отказ от работы со сбербанком;отказ не устр параметры;отказ категорический
20477;реорганизация в форме слияния р счет на закрытии оборот переведен на др компанию в году пк агро индустрия;отказ нет потребности;реорганизация
20478;клиент использует рко в банке открытие в пао сбербанк не устраивает ценовая политика тарифные планы очень дорогие по сравнению с другми банками надежность банка не приоритете у клиента т к все денежные средства отправляются на личную карту клиента;отказ не устр параметры;дорогие тарифы
20479;на данный момент оставят все как есть клиент оформил кредит в банке в году перекредитование возможно после окончания действующего кредита;отказ нет потребности;надежда есть
20480;деятельность прекращена в году оборот переведен на вновь открытую пк агро индустрия;отказ нет потребности; не ведет деятельность
20481;отказ счет и не планируют открывать все устраивает в обслуживании;отказ нет потребности;отказ
20482;отказ рко и обслуживание устраивают в кбб р в мес и инд подход;отказ сотруднич с др банком;др банк
20483;клиент не лоялен к банку категорический отказ в сотрудничестве;отказ не лоялен к банку;не лоялен 
20484;банк по рко руководитель не озвучил тарифы сб считает очень высокими готов рассмотреть вопрос по сотрудничеству при уменьшении тарифов;отказ сотруднич с др банком;дорогие тарифы
20485;категорически против работать со сбербанком работает с алтакапиталбанком;отказ сотруднич с др банком;не лоялен 
20486;клиент отказался от встречи пока не интересны новые предложения;отказ нет потребности;отказ
20487;на данный момент клиент не планирует открытие р с в сбербанке;отказ нет потребности;пока
20488;установлен контакт с клиентом деятельность закрыла в конце г возобновлять не будет;отказ нет потребности; не ведет деятельность
20489;клиента устраивает обслуживание и тарифы в банке левобережный негатив отсутствие офиса по обслуживанию юр лиц в р п чистоозерное;отказ сотруднич с др банком;дорогие тарифы
20490;р с октрыт в др банке откроют у нас счет если будут кредитоваться;отказ сотруднич с др банком;отказ
20491;деятельность не ведётся счёт закрыт и в дальнейшем не планируют открывать счёт;отказ нет потребности;счет закрыт
20492;установлен контакт с руководителем отвечал кратко немногословен предложение не актуально;отказ сотруднич с др банком;нет контактов
20493;клиент на рко в другом банке в сбербанке р с открывать не планирует денежные средства перечисляет наличными;отказ нет потребности;не нужен\не может\не хочет
20494;в настоящее время организация на обслуживании в крайинвест банке обслуживание льготное без взимания комиссии;отказ сотруднич с др банком;дорогие тарифы
20495;организация по р с в центр инвесте не будут менять банк;отказ нет потребности;отказ
20496;повторно клиент отказался от встречи и слушать ничего не захотел сказал что самостоятельно ничего не решает;отказ клиента от встречи;отказ
20497;у клиента открыт счет в банке нейва удобно вести там р с счет так как близко находиться от места ведения бизнеса так же устраивают условия по абонентской плате руб все включено уточнила о доп точках на ekv расширение не планируют;отказ нет потребности;др банк
20498;обслуживаются в др банке все устраивает;отказ нет потребности;др банк
20499;ок расчетный счет открыт в чкпб отказ;отказ нет потребности;счет есть
20500;усова екатерина алексеевна клиент не лоялен к сбербанку очень удивлен откуда сведения по организации у сбербанка наотрез отказался от встречи и сотрудничества со сбербанком без объяснения причин предложение не интересно;отказ не лоялен к банку;не лоялен 
20501;осуществлен звонок клиенту ооо торговый дом державный регионы руководитель суханов а т контактный номер телефона клиент отказался от встречи т к на текущий момент не планирует смену банка клиент оплачивает комиссию банку только за проведение платежный поручений клиенту озвучено предложение в рамках проводимой акции клиент ответил отказом достигнута договоренность о повторном звонке после;отказ сотруднич с др банком;отказ
20502;директору не удобно разговаривать отказался от повторонго звонка сотрудничество со сберанком не интересно;отказ нет потребности;не разговаривают
20503;предложение клиенту неинтересно дорого обслуживается в др банке;отказ не устр цена продукта;дорогие тарифы
20504;зи у клиента уже есть рс;отказ нет потребности;счет есть
20505;клиент длительное время не берет трубку;отказ нет потребности;не ответили
20506;работают с другим банком не назвали переходить не планируют;отказ не устр параметры;др банк
20507;на данный момент клиент не готов менять банк сообщил что свяжется с нами сам в случае необходимости;отказ нет потребности;отказ
20508;гмц росстата руководитель чуприн павел вячеславович телефон недоступен звонил несколько раз;отказ нет потребности;не ответили
20509;есть счет в другом банке может и рассмотрят сбербанк;отказ нет потребности;др банк
20510;звонил несколько раз телефон не отвечает идут гудки трубку не берут;отказ нет потребности;не ответили
20511;потребности в данный момент в рко нет при необходимости обратятся за консультацией;отказ нет потребности;не нужен\не может\не хочет
20512;клиент обслуживается в втб все устраивает ничего менять не планирует id пр р с основной пр б втб б с с т т т т анисов владимир алексеевич;отказ нет потребности;др банк
20513;совершен звонок на привлечение клиента на обслуживание лпр дмитрий сергеевич в ходе общения с клиентом выяснилось что ему территориально не удобно обслуживаться в нашем отделении удобнее на жукова;отказ не устр параметры;территориально
20514;у клиента уже есть счет в банке который будет использоваться в качестве основного;отказ нет потребности;счет есть
20515;олег романович работают в банке авангард довольны рко в кредитовании и лизинге потребности нет;отказ нет потребности;др банк
20516;проведены переговоры с клиентом потребности в кредитовании нет;отказ нет потребности;не нужен\не может\не хочет
20517;организация производит счетчики для подсчета бутылок на производстве не является поставщиком и покупателем торг сетей осуществляет деятельность за счет собственных ресурсов помещение в собственности;отказ нет потребности; не ведет деятельность
20518;у клиента ухудшилось финансовое состояние от встречи отказался;отказ нет потребности;отказ
20519;сотрудничают с др банком ничего менять не хотят банк озвучивать не хотят;отказ сотруднич с др банком;др банк
20520;сотрудничают в другим банком там рко дешевле;отказ сотруднич с др банком;др банк
20521;беседа с директором имеются собственные средства кредитоваться пока не планируют;отказ нет потребности;собст ср
20522;сергей михайлович кредитование не интересует торговля нефтепродуктами в с шарлык;отказ нет потребности;не нужен\не может\не хочет
20523;владислав валентинович на данный момент нет потребности при увеличении оборотов выручки обратяться;отказ нет потребности;не нужен\не может\не хочет
20524;андрей вячеславович клиент подавал заявку в том году по бг красная зона верификатора догворились на подачу заявки по бг в настоящий момент потребность отсутствует из за отсутствия торгов;отказ нет потребности;отказ
20525;данная организация входит в гсл ни одна из организаций данной группы не кредитуется размещают депозиты общая сумма размещенных депозитов по гсл более млн ру потребности в заемных ср ах нет;отказ нет потребности;не нужен\не может\не хочет
20526;общалась с ириной николаевной в курсе всенаших предложений в настоящее время нет потребности в кредитовании;отказ нет потребности;не нужен\не может\не хочет
20527;не кредитуется и не планирует отказ;отказ нет потребности;отказ
20528;контактное лицо татьяна бухгалтер кредитоваться не планируют и не кредитовались хорошие обороты справляются своими средствами;отказ нет потребности;собст ср
20529;как ип кредит не нужен нужен как частному лицу;отказ нет потребности;не нужен\не может\не хочет
20530;переговоры с отказ счета в ком банках;отказ нет потребности;др банк
20531;клиент работает с промсвязьбанком т к основной кред портфель оформлен там категорический отказ от сотрудничества с сбербанком отстутствие возможности кредитования т к неликвидный залог;отказ нет потребности;счет есть
20532;отказ компания не лояльна к сб сотрудничают с сити банком;отказ не устр параметры;не лоялен 
20533;клиент планировал открыть р сч подав заявку на кредитование проблемы с поручителями и с консолидированной группой в кредите отказали открытие счета не будет;отказ нет потребности;отказ
20534;у клиента валютный счет в левобережном с г вэд не планитруют т к не продлили контракт по кредитам ситуация не поменялась только свои деньги;отказ нет потребности;не нужен\не может\не хочет
20535;сейчас в компании наблюдается спад из за экономической ситуации в стране пока по валюте клиент не планирует работать;отказ нет потребности;не нужен\не может\не хочет
20536;клиент уже имеет необходимые валютные счета в банке;отказ нет потребности;счет есть
20537;от встречи отказались готовы рассмотреть коммерческое предложение;отказ нет потребности;отказ
20538;пока внешне экономическая деятельность не ведется счет не нужен;отказ нет потребности;не нужен\не может\не хочет
20539;компания тесно сотрудничает с банком втб сотрудничать с сбербанком пока не намерены;отказ нет потребности;др банк
20540;нет потребности клиент уже пользуется валютными счетами;отказ нет потребности;не нужен\не может\не хочет
20541;клиенту предложение сделано клиент планирует вернуться к этому вопросу во вттором полугодии;отказ нет потребности;отказ
20542;состоялась встреча с клиентом обсуждены текущие вопросы развитие бизнеса на год и возможные варианты расширения сотрудничества в настоящее время клиент заинтересован инвестиционным кредитованием от услуг по валютным счетам отказался;отказ нет потребности;отказ
20543;клиент отказался от открытия р с в связи с отказом от финансирования из за плохого фин состояния компании;отказ нет потребности;нет контактов
20544;отказ клиента работают с росевробанком т к тот банк предоставляет овердрафт а по внд сбербанка мы не можем открыть овер клиенту;отказ нет потребности;отказ
20545;звонок произведен контактное лицо татьяна викторовна бух прокоментировала что данными вопросами по деятельности фирмы занимается финансовый директор савельева марина валентиновна которая находиться в санкт петербурге;отказ нет потребности; не ведет деятельность
20546;привлечение рко р сч есть в левобережном банке др инф отказались сообщить тарифы сб знают пока ничего не треб будут иметь ввиду знают куда обратиться;отказ не устр параметры;выполнено
20547;проведены перговоры с главным бухгалтером организации оксана николаевна клиенту озвучены основные условия ведения вк в сбербанке в настоящее время компания обслуживается в райффайзенбанке в г москва решение о переходе на обслуживание в банк принимает головная компания в г москва в настоящее время переход в сб на уровне г москвы не планируется;отказ нет потребности;др банк
20548;клиент имел расчетный счет в банке и пользовался им порядка лет но затем сменил банк в пользу более дешевого рко и возможности решать свои вопросы на месте а не обзванивая по пол дня колл центры;отказ не лоялен к банку;нет на месте
20549;запрет от управляющей компании на открытие счетов в сбербанке;отказ нет потребности;счет есть сб
20550;обслуживается в двб действует лимит овердрафта с целью минимизации расходов не планирует открытие доп счетов автодилер не планируем замещать задолженность;отказ нет потребности;счет есть
20551;отказ обязательство банка интеза и втб;отказ нет потребности;др банк
20552;клиент входит в гк крокус обслуживается в крокус банке отказывается открывать счет в сбербанке;отказ нет потребности;счет есть сб
20553;работает в пвтб в сбербанке отурытие счета не планируется в виду дорогих тарифов;отказ нет потребности;не нужен\не может\не хочет
20554;открывать расчетный счет на данный момент не планируют;отказ нет потребности;не нужен\не может\не хочет
20555;расчетный счет у клиента уже открыт дополнительной потребности в р с на текущий момент нет;отказ нет потребности;не нужен\не может\не хочет
20556;проведенены переговоры с фин менеджером гк рена по вопросу открытия счета ооо стаут киенту озвучено предложение в рамках промо акции по бесплатному открытию клиент обслуживается в кб условия усраивают потребности перевода счета на обслуживание в сб нет;отказ сотруднич с др банком;др банк
20557;у клиента грузоперевозки расчет производят на карту фл по расчетному счету клиент не планирует работать;отказ нет потребности;не нужен\не может\не хочет
20558;отказ клиента нет потребности занимается пассажирскими перевозками только внутри города – междугородние перевозки не осуществляет с поставщиками расплачивается наличными денежными средствами покупатели услуг – только физлица которые расплачиваются также наличкой в безналичных операциях нет потребности;отказ нет потребности;не нужен\не может\не хочет
20559;не ведет безналичных расчетов счет не нужен о кредите будет думать;отказ нет потребности;не нужен\не может\не хочет
20560;нет потребности в открытии дополнительного счета в сбербанке;отказ нет потребности;не нужен\не может\не хочет
20561;в течении дня не берут трубку данные компании сайт tsk kompozit ru руководитель лушов вячеслав павлович директор;отказ нет потребности;не ответили
20562;р сч имеется средства разместить в депозит невозможно т к у клиента не средств на уплату кредита признан по нему дефолт;отказ нет потребности;не соответсвует требованиям
20563;у клиента есть р счет в сб рф данная организация входит в гзс кцмо ооо цветметобработка перевела все контракты на ооо кольчугцветметобработка;отказ нет потребности;счет есть сб
20564;килент выплачивал кредит как ип и нужен был счет для ведения дейтельности р счет не требутся;отказ нет потребности;не нужен\не может\не хочет
20565;счет открыт в сб г ижевск;отказ нет потребности;счет есть сб
20566;кафе сушитун кофетун была встреча для клиента ведение расчетно счета в сбербанке очень дорого;отказ не устр цена продукта;дорогие тарифы
20567;клиент обслуживается в альфа банке на данный момент его все устраивает от встречи отказывается;отказ нет потребности;др банк
20568;на р сч картотека руб совершено более звонков не могу дозвониться все телефоны отключены;отказ не лоялен к банку;не ответили
20569;звонок был тел гл бух ирина михайловна не было на месте перезвонить второй звонок по словам гл бух есть одно предприятие которое обслуживается в сб рф поэтому про все услуги и кредиты они все знают сейчас кредитование не интересует если потребуется то обратятся в офис где обслуживается второе предприятие;отказ нет потребности;звонок
20570;клиент не пользуется услугами банков как ип отказ нет необходимости;отказ нет потребности;др банк
20571;терминалы убрали обслуживаться в сб категорически не хотят;отказ нет потребности;отказ категорический
20572;кл алефтина леонидовна гл бухгалтер рко в челябинвестбанке никаких индивидуальных условий там нет выбор фин партнера обусловлен тем что находится рядом офис каждый день приезжают в банк и не на предмет п п а работы с ценностям зпп на всех сотрудников только в нашембанке от крелдитовани категорически отказываются потому как всегда работают за счет своих средств в тендерах не участвуют;отказ сотруднич с др банком;не нужен\не может\не хочет
20573;клиент переходить не хочет обслуживанием доволен;отказ сотруднич с др банком;не нужен\не может\не хочет
20574;нет потребности в откр р сч;отказ нет потребности;не нужен\не может\не хочет
20575;клиент ранее имел рко в сбербанке но обслуживание и по кредитным продуктам клиента не устроил перешел в другой банк где сейчас имеет выгодные для него предложения в т ч и кредитные была консультация по кредитным продуктам банка по б недвижимости и программа смп направлено кп переход на рко сбербанка отказ;отказ нет потребности;счет есть сб
20576;клиенту совершен звонок обслуживается в стороннем банке ведение счета руб;отказ не устр цена продукта;др банк
20577;активно работает с другим банком наши тарифы считает высокими;отказ сотруднич с др банком;дорогие тарифы
20578;привлечение рко отказ работают с бинбанком стоимость обслуживания р в осб дорого;отказ не устр параметры;дорогие тарифы
20579;счет в авангарде плата руб ежемесячно;отказ не устр параметры;др банк
20580;имп отказ клиента не устраивают условия клиент сотрудничает с другим банком не устраивает стоимость;отказ не устр параметры;др банк
20581;по некоторым компаниям напр слк уже обслуживались в сбербанке ушли из за нововведений перевод на удал сервисы и увеличения тарифов обслуживаются в альфа банке там все устраивает;отказ сотруднич с др банком;др банк
20582;звонок предложение для клиента не интересно обслуживается в другом банке авангард там все устраивает про наши условия даже слушать не хотят;отказ категорический отказ;др банк
20583;у клиента есть действующий кредит рко в другом банке переводить обороты не планируют т к не устраивает стоимость рко;отказ не устр параметры;дорогие тарифы
20584;не устраивают тарифы рко клиент не собирается ничего менять;отказ не устр параметры;дорогие тарифы
20585;затруднительное фин положение задолженность перед налоговой;отказ нет потребности;не соответсвует требованиям
20586;имп отказ клиента нет потребности в продукте категоричсеский отказ клиента так как в том году только был закрыт счет;отказ нет потребности;счет закрыт
20587;в втб в сб открыты счета по другим организациям;отказ сотруднич с др банком;др банк
20588;финансирование на текущий момент не требуется в тендерах не участвуют транспорт приобретать ближайшее время не планируют при отзыве лицензии у стелла банка было принято решение открыть р сч в райффайзен банке;отказ нет потребности;не нужен\не может\не хочет
20589;переговоры с предпринимателем счет имеют в ижкомбанке переходить в сбербанк не планирует так как дорого кредитование не интересут;отказ не устр параметры;дорогие тарифы
20590;обслуживается в росбанке как только закроют отделение в г краснокамске обратится к нам на данный момент все устраивает обслуживание тарифы и т д;отказ не устр цена продукта;др банк
20591;рко не интересует входит в группу итс авто вольцваген автосалон крупный бизнес есть свой км закрепленный за группой по вопросам сотрудничества все решается на уровне головной компании ип по вопросам сотрудничества со сбербанком просьба не беспокоить;отказ нет потребности;счет есть сб
20592;клиент обслуживается в рсхб тк обслуживает кредит пока не планирует открывать счет;отказ нет потребности;др банк
20593;в настоящих экономических условиях клиент не готов кредитоваться бг не актуально рко наше не устаривает т к в снб выходит дешевле нас а у них р экономят каждую копейку;отказ нет потребности;отказ
20594;переговоры с директором р сч закрыт в сбербанке от дорогое обслуживание р сч открыт в уралсибе нет потребности в кредите доп точек не требуется зп отказ;отказ нет потребности;дорогие тарифы
20595;территориально в глазове от рко отказ высокие тарифы;отказ сотруднич с др банком;дорогие тарифы
20596;повторный звоно на и договоренность о встрече обсудим тст доп точка нужна есть новая торговая точка;отказ нет потребности;счет есть
20597;клиент обслуживается в ижкомбанке желания перейти в др банк не кредитование не актуально;отказ нет потребности;др банк
20598;к клиентке приходили с предложением открыть счет в сб просчитали выгоды для клиента их не выявили клиентка ведет рко в сев нар банке от обслуживания в сб отказалась от встречи отказалась;отказ нет потребности;отказ
20599;прдложено рко кредитование клиент работает с банком урал фд все устраивает;отказ не устр параметры;др банк
20600;работает с россельхозбанком переходить на обслуживание не рассматривает возможность контакты оставлены;отказ нет потребности;др банк
20601;рук ль отказался разговаривать т к ему постоянно звонять менеджеры сб с данным предложением повторно разъяснять свой ответ не стал;отказ не лоялен к банку;не разговаривают
20602;разговаривала с александром викторовичем озвучила наши тарифы по услугам дорого;отказ не устр цена продукта;дорогие тарифы
20603;в этом году не актуально возможно на год;отказ нет потребности;не нужен\не может\не хочет
20604;клиент отказывается открывать расчетный счет у нас;отказ нет потребности;отказ
20605;у клиента нет потребности в открытии р сч в сбербанке;отказ нет потребности;не нужен\не может\не хочет
20606;имп отказ клиента не устраивают условия озвучены параметры продукта клиента не устраивают предланаемые условия обслуживания расчетного счета;отказ не устр параметры;условия
20607;устраивает обслуживание другого банка не хотят переходить;отказ нет потребности;др банк
20608;нбс нет кредиты не брали и не будут брать;отказ нет потребности;отказ
20609;клиенту не нужен зпп клиент закрывает счёт в банке переводов не будет;отказ нет потребности;не нужен\не может\не хочет
20610;пока не планируют открывать новый счет;отказ нет потребности;не нужен\не может\не хочет
20611;работают с альфа банком категорически не хотят менять его гмц росстата руководитель мерзлякова олеся владимировна;отказ нет потребности;др банк
20612;отказ рко клиент имеет счета в нашем банке пока на данное ооо не планирует открывать счет;отказ нет потребности;счет есть сб
20613;гмц росстата людмила переговорила с представителем компания на стадии ликвидации;отказ нет потребности;ликвидация
