;Unnamed: 0;TEXT;class
17924;18667;кудинова лариса анатольевна контактный телефон назначена встреча;встреча
17925;18668;назначена встреча;встреча
17926;18669;клиент находится тимирязевский готов встретиться территории запланировали начале созвониться назначить точную встречи;отказ
17927;18670;указаный номер не_отвечает гендиру отправлены контакты просьбой перезвонить;нет контактов
17928;18671;запланирована активность клиентом данный момент данным продукт экономических связях нет_платежей последняя операция июле года данный момент картотека;пока
17929;18672;компания не_является клиентом банка отказался встречу;отказ
17930;18673;назначена встреча;встреча
17931;18674;назначена встреча;встреча
17932;18675;клиентом назначена встреча;встреча
17933;18676;клиент казаковой;отказ
17934;18677;нет_потребности продукте;не нужен\не может\не хочет
17935;18678;назначена встреча;встреча
17936;18679;клиент просил перезвонить выставлен повторный звонок;звонок
17937;18680;встреча;встреча
17938;18681;неделю перезвонить вторник времени уточнить;звонок
17939;18682;назначена встреча;встреча
17940;18683;назначена встреча;встреча
17941;18684;передала инфо клиент поднимет вопрос планерке созваниваемся;не нужен\не может\не хочет
17942;18685;назначена встреча;встреча
17943;18686;деятельности организации прокат металла работает преимущественно оплата производится безналично соответственно установка нецелесообразна клиенту интересно размещение средств депозит данный момент нет_свободных средств кредитование возможно не_раньше;безналичный
17944;18687;клиента отказ банка;отказ
17945;18688;назначена встреча озвучена потребность покупке двух мазов;встреча
17946;18689;общалась яшукова лариса александровна компания занимается прокатом фильмов выручка спарк слов клиента не_удалось уточнить находилась не_офисе не_смогла сориентироваться сбер кредитование возможно интересно необходимо решать вопрос контактами обменялись случае заинтересованности свяжутся;не ведет деятельность
17947;18690;назначена встреча;встреча
17948;18691;встреча предварительно запланирована конец недели звонить клиенту утром подтверждения встречи;встреча
17949;18692;вернется;др банк
17950;18693;данный момент идет процедура высвобождения недвижимости залога закрытому кредиту евросити имеется действующий лизинг возможно необходимы будут весной закупки сырья;др продукт сб
17951;18694;клиент отпуске назначена встреча выдали декабре страхование залога;встреча
17952;18695;назначена встреча;встреча
17954;18697;назначена встреча;встреча
17955;18698;данный момент нет_потребности случае возникновения перезвонит;пока
17956;18699;результат кредитами не_пользуются обходятся своими средствами тендерах не_участвуют перечисляют прямую карты сотрудников назначением комиссии план действий;не нужен\не может\не хочет
17957;18700;клиент приглашен банк;приглашение в банк
17958;18701;назначена встреча;встреча
17959;18702;встреча назначена;встреча
17960;18703;запланирована встреча клиентом мишкилеева;встреча
17961;18704;клиент данный момент не_городе просил перезвонить;пока
17962;18705;встреча;встреча
17963;18706;сейчас кредитование не_интересно подойдет встречу другим продуктам;встреча
17964;18707;назначена встреча феврале;встреча
17965;18708;указанным контактам связаться не_возможно не_актуальны удалось связаться которая пояснила фактически деятельность агромир не_ведется директор фиктивным телефон собственника бизнеса предоставлять категорически отказывается проводит мероприятия закрытию складских помещений офисных нет_деятельность ведется дому сделан целью уточнения конт данных собственника;нет контактов
17966;18709;встреча;встреча
17967;18710;назначена встреча;встреча
17968;18711;тяжелым компании сейчас восстанавливаются возможно середине_года рассмотрят вопрос кредитования не_сейчас точно;надежда есть
17969;18712;клиентом назначена встреча;встреча
17970;18713;белов дмитрий вадимович генеральный директор оборудование строит выручка спарк около счет сбер предложенные продукты проект оборот комментарии клиента потребность заключении проекта финансирования набрать итоги назначена встреча;небольшие обороты
17971;18714;кредитование эквайринг;др продукт сб
17972;18715;назначена встреча;встреча
17973;18716;отказ треб продукт отсут;не нужен\не может\не хочет
17974;18717;сегодняшний день клиенту необходимо пытались подать заявку отказ уровне_маленькая платёжеспособность;отказ
17975;18718;назначена встреча выпуску;встреча
17976;18719;встреча клиентом назначена;встреча
17977;18720;клиент отказался встречи потребности кредитовании лизинге нет_зарплатный проект заключен эквайринге потребности нет_деятельность рекламные услуги оплата проходит рассчетный счет;не нужен\не может\не хочет
17978;18721;назначена встреча;встреча
17979;18722;страхование отказ страхуются самостоятельно корпоративная карта не_снимают срества лизинг не_планируют ближайш время обновления автопарка;др продукт сб
17980;18723;назначена встреча;встреча
17981;18724;назначена встреча понедельник предварительно позвонить контактное лицо андрей заместитель директора;встреча
17982;18725;отказ клиент пользуется бизнес счетом;отказ
17983;18726;клиент длительной командировке достигнута договоренность повторном звонке;отказ
17984;18727;клиента сегодняшний день затруднения деятельности бизнеса официально трудоустроен человек директор учредитель братья скорее всего апреле деятельность прекращена;не ведет деятельность
17985;18728;не_дозвонился повторный звонок;звонок
17986;18729;нет_потребности;не нужен\не может\не хочет
17987;18731;встреча;встреча
17988;18732;шепотиненко елена алексеевна фактический деятельности оптовая торговля колбасной оболочкой выручка компании госзаказы спарк нет_предложенные продукты банка кредитование депозит эквайринг комментарий клиента категорически против кредитования депозиты знают пока размещать не_планирует эквайринг не_актуален работают лицами;оптовая торговля
17989;18733;руководитель отьезде просит перенести встречу конец недели;встреча
17990;18734;назначена встреча года клиентом вопросу кредитования invoicing;встреча
17991;18735;переговоры борис адольфович милейшей души человек разницы меняются менеджеры каждый квартал поскольку нашего банка кроме депозитов не_нужно вопрос лизингом не_актуален своими средствами;не нужен\не может\не хочет
17992;18736;привлечения банк;др банк
17993;18737;клиент находится командировке просил перезвонить;звонок
17994;18738;назначена встреча;встреча
17995;18739;назначена встреча;встреча
17996;18740;клиент отказался услуги страхования;отказ
17997;18741;группа компаний проведена встреча конечным собственником опредеьены цели;группа компаний
17998;18742;клиент оформил заявку кредит доверие;есть кредит
17999;18743;контракты клиент обеспечивает собственными средствами суммы контрактов не_значительные предложение оведрафтному кредитованию клиента не_заинтересовало;не нужен\не может\не хочет
18000;18744;разговаривала потребности нет_кредитовании брать не_предполагают лизинг оплачивают посредством собственных средств депозит будут размещать феврале;отказ
18001;18745;конечным бенефициаром компании является яценя александр_николаевич учредитель компании деловые партнеры данная компания ликвидируется просрочка сбербанке составляет кредитные лизинговые продукты предлагать клиенту не_целесообразно подумают выпуском корп карты;интересует
18002;18746;контакт сбербанке эквайринг установлен кредитоваться не_планируют нет_потребности;нет контактов
18003;18748;назначена встреча входит винсет;встреча
18004;18749;клиент размещ средства проводит конверс операции лизингу отказ распоряжения средства предоствл головн компания;отказ
18005;18750;клиентом назначена встреча;встреча
18006;18751;назначена встреча;встреча
18007;18752;назначена встреча клиентом;встреча
18008;18753;заблокирован сббол;не соответсвует требованиям
18009;18754;встреча проведена клиенту предложены указанные продукты;встреча
18010;18755;клиент пока не_планирует встречаться данный момент не_участвуют кредитование не_интересует пользуются собственными средствами;пока
18011;18756;клиент осуществляет деятельность сдача аренду нежилых помещений предложение эквайринг не_целесообразно назначена встреча подключения обучения размещение средств депозит клиент не_кредитуется;аренда
18012;18757;клиент находится командировке поводу сотрудничества попросил перезвонить назначен повторный звонок;звонок
18013;18758;авилов александр_владимирович контактный телефон основной дейтельности строительство жилых не_жилых сданий выручка компании спарк выручка компании слов клиента каких банках обслуживается сбербанк какими продуктами пользуется основные условия предложенные продукты банка предложение лизинга не_предложено предложение факторинга не_предложено комментарий клиента комментарий звонка назначена встреча банке;клиент согласен на
18014;18759;отказ нет_потребности;отказ
18015;18760;компания стадии банкротства;банкротство
18016;18761;зарплатный договор этим клиентом заключен пока временно нему не_работают моей стороны проводится работа возобновлению работы зарплатному проекту страхованию пока отказ корп карте решение пока не_приняли;др продукт сб
18017;18762;встреча офисе банка кредитованию;встреча
18018;18763;назначена встреча клиентом оформлению получению корпоративной карты также обсуждение размещения денежных средств иных продуктов банка встреча назначена четверг;встреча
18019;18764;рвсп встреча клиентом территории клиента казаков юрий анатольевич генеральный директор бухгалтер компании галина деятельность компании розничная торговля продуктами питания супермаркеты года холдинг компаний блюз компани техавтомакс диюрс потапыч владис имидж имидж дектра пользуются эквайрингом размещают депозиты рассчитывался овердрафт нет_потребности данном продукте нет_кассовых разрывов достаточно собственных средств предложено кредитование заинтересовал;не ведет деятельность
18020;18765;кирилл леонидович перезвонить после снова нет_месте мобильный отключен актуальный номер;звонок
18021;18766;дмитриева виктория деятельность предоставлению прочих вспомогательных услуг бизнеса не_включенная другие группировки отчетность не_сдавали сбербанк еинвой кредитование клиентмо назначена встреча перевода счета обслуживание каховки офис бутлерова возможно рассмотрения весну выпуск копр карты;встреча
18022;18767;юрий предложила выезд фактически находятся другом конце москвы предложила приехать офис встречу сказал этой неделе заедет скорей всего четверг;не нужен\не может\не хочет
18023;18768;клиента;не нужен\не может\не хочет
18024;18769;ходе телефонного разговора генеральным директором получен отказ предодобренного предложения сумма незначительная большая другом продукте не_заинтересовать верят развитие заемных средств не_нужен сотрудников картами разных банков эквайринг не_требуется причине_отсутвия работы наличными денежными средствами;не нужен\не может\не хочет
18025;18770;клиент телефоны не_отвечает организации картотека сумму сумму организации исполнительное производство работать клиентом не_целесообразно устранения негативных факторов;проблемы
18026;18771;назначена встреча;встреча
18027;18772;назачен повторный звонок клиенту предложено кредитование хочет;звонок
18028;18773;клиент пользуется банковскими гарантиями настоящее время потребности нет_план действий повторный звонок;не нужен\не может\не хочет
18029;18774;выполнено успешно;выполнено
18030;18775;встреча;встреча
18031;18776;назначена встреча клиентом предложения продуктов банка;встреча
18032;18777;встреча;встреча
18033;18778;назначена встреча;встреча
18034;18779;назначена встреча клиентом подразделении банка;встреча
18035;18780;клиент отказался всех предложенных продуктов;отказ
18036;18781;запланирована встреча;встреча
18037;18782;клиент отказывается встреч;отказ
18038;18783;встреча проведена комментарии отражены сути встречи;встреча
18039;18784;назначена встреча;встреча
18040;18785;клиент декретном отпуске сориентировала телефону бухгалтерии;не ответили
18041;18786;отказ нет_потребности;отказ
18042;18787;деятельность данной организации прекратили работают хусаиновым маратом завод интех промышленные технологии;не ведет деятельность
18043;18788;необходимо перезвонить;звонок
18044;18789;овер не_рассчитался кредиту назначена встреча;встреча
18045;18790;сменился директор смене_клиент не_стал предоставлять никакую инфо договорились созвониться марте любом случае решение принимают собственники;звонок
18046;18791;ложкина алена витальевна бухгалтер оформлен эквайринг не_актуально деятельности не_подходит кредитование не_кредитуются не_планируют лизинг не_интересует не_занимаются возможно интересна корп карта сотрудник который занимается данным вопросом отпуске неделю;др продукт сб
18047;18792;направлено коммерческое предложеие;не отработана. перенесена
18048;18793;клиентом назначена встреча;встреча
18049;18794;переговоры клиентом проведены клиент эквайринга отказался сельхоз предприятие не_продает продукцию наличный расчет лицам размещении денежных средств клиент обещал подумать не_хочет оплачивать налог доходов получаемых размещении;интересует
18050;18795;назначена встреча;встреча
18051;18796;встреча место клиент информация бизнесе основной деятельности розничная торговля промышленными товарами клиента магазина собственности часть сдает аренду небольшой площади осуществляет розничную торговлю товарами встрече обсудили кредитование зарплатный проект клиент планирует закрывать после оплаты действующего кредита линейки бизнес сотрудника переводить бизнес вести супруг клиент сбербанке сббол эквайринг кредит линейки бизнес результат план;не ведет деятельность
18052;18797;текущий момент потребность лизинге кредитовании отсутствует получено согласие клиента размещение средств депозит;не нужен\не может\не хочет
18053;18798;звонок директору найденко сергею васильевичу встреча назначена;встреча
18054;18799;назначена встреча клиентом;встреча
18055;18800;назначена встреча клиентом офисе банка;встреча
18056;18802;экспресс овердрафт не_считается лимит рассчитали овердрафт выручка более переговоры;небольшие обороты
18057;18803;общалась алексеем вячеславовичем встречи отказался рассказала изменения кредитование овердрафт не_интересен;отказ
18058;18804;перешла обслуживание;др банк
18059;18805;проведены переговоры руководителем назначена встреча;встреча
18060;18806;клиент согласен встречу;клиент согласен на
18061;18807;клиент приглашен встречу;встреча
18062;18808;ведутся переговоры перевод клиента ориентировочный около прочие выплаты около квартал не_хочет подключать большинство раотников не_граждане_оформлять пока не_планирует размещаться предложено дополнительное соглашение размещение день кред предложено контрактное оборотное кредитование остройц необходимости пока нет_иметь виду лимит;не нужен\не может\не хочет
18063;18809;назначена встреча повторный звонок уточнения времени;звонок
18064;18810;назначена втреча обсуждения условий продуктов;надежда есть
18065;18811;назначена встреча;встреча
18066;18812;встреча феврале предмет;встреча
18067;18813;расчитан экспресс овердрафт сумму;надежда есть
18068;18814;плохая счете картотека корпоратиа карта не_выпускается;проблемы
18069;18815;не_является самостоятельным структурным подразделением головное предприятие трест тындатранстрой;не ведет деятельность
18070;18816;встреча банке;встреча
18071;18817;назначена встреча;встреча
18072;18818;клиент другого;др банк
18073;18819;компания существует года учредитель компании нерезидент сфера деятельности производство лифтов скриповых подъемников эскалаторов движущихся пешеходных дорожек клиент пользуется конверсионными операциями еинвойсинг сббол базис счет валюте были предложены актив страхование лизинг корпоративная карта договорились направить инфо корп карте почту;не ведет деятельность
18074;18820;клиентом назначена встреча;встреча
18075;18821;встреча обсуждения дальнейшего сотрудничества предложить страхование кредитование;встреча
18076;18822;кузнецов марк ефимович звонила городской ответила девушка сказала марка ефимовича месте не_бывает перезвонить можно завтра спросить анну занимается банк клиентом подскажет дальше ставлю оутлук повторный звонок;звонок
18077;18823;егоров вадим вячеславович сдача помещения аренду руководитель организации сменился связаться новым руководителем не_удается нет_контактных телефонов;аренда
18078;18824;переговоры шатохиным экспресс овердарфт не_подходит выручка эквайринг не_подходит поставка гражданской техники министерства обороны кленты дважды обращался банк получения рамках сумму стороны банка отказ лимит больше не_рассчитывался также клиенту необходимо финансирование контрактов продукту бизнес контракт лимит рассчитан потребности финансирование клиент получил росинтере солид банке информация;отказ
18079;18825;пользуются депозитами учредитель кредитовании не_нуждаются;не нужен\не может\не хочет
18080;18826;клиентом назначена встреча среду бухгалтером дарья;встреча
18081;18827;договорились встречу;встреча
18082;18828;произошла смена директора владельца бизнеса новых контактных данных нет;нет контактов
18083;18829;назначена встреча;встреча
18084;18830;клиент сообщил вопроск редитования не_интересен итогам анализа спарк выявлена убыточная деятельность лизингу проведена презентация лизинговых продуктов сбербанка вопрос приобретения авто данный момент организации не_актуален получен отказ руководителю проведена презентация продукта благосостояния стабильный бизнес руководитель пояснил необходимо поговорить этому вопросу учредителями;не ведет деятельность
18085;18831;клиент не_нуждается других продуктах ознакомил условиями лизингу подумает;интересует
18086;18832;абонент недоступен физическое лицо прекратило деятельность качестве индивидуального предпринимателя основании собственного решения егрип;не ведет деятельность
18087;18833;бондарь геннадий викторович контактное лицо дубровская вера даниловна основной деятельности производство пестицидов прочих агрохимических продуктов результат назначена встреча территории банка;встреча
18088;18834;удалых николаевич проектная деятельность электоромонтажных работ выручка более обслуж сбербанке интересно кредитование предварительным расчетам чистой прибыли недостаточно суммы интересной клиенту работали локо банком послед гарантии планируют факторинг интересен сетями работают субподряд назначен повторный звонок;звонок
18089;18835;встреча;встреча
18090;18836;назначена встреча;встреча
18091;18837;встреча клиентом адресу москва волоколамское шоссе владимир владимирович телефон деятельности оптовая торговля радиодеталями микросхем продукты которые удалось продать лизинг покупка лада ларгус экспресс овер договорились пока подать заявку лизинг феврале экспресс овердрафта;оптовая торговля
18092;18838;клиент готов встречу предварительно звонок подтверждения;отказ
18093;18839;назначена офисе банк выручка более бизнес овер не_просчитывается разрывы между поступлениями более дней;дорогие тарифы
18094;18840;назначена встреча предварительно позвонить подтвердить встречу анна директор ресторана встречу утра;встреча
18095;18841;встреча назначена предварительно звонить;встреча
18097;18844;встреча офисе клиента интересует овердрафт;встреча
18098;18845;клиента существенное сокращение деятельности текущий момент имеется большая просроченная задолженность банке;не ведет деятельность
18099;18846;клиент переводит крупные суммы карту заинтересовалась согласна встречу первой половине;клиент согласен на
18100;18847;клиент перезвонит интерес;отказ
18101;18848;кредитованию клиент не_проходит учредители не_имеют гражданства;не нужен\не может\не хочет
18102;18849;клиент входит состав шмигельский необход денеж пополнение оборота около договорились встрече шмигельским кредитованию наст находится питере;звонок
18103;18850;экспресс овер не_просчитывается назначена встреча кредитованию размещению средств эквайрингу;встреча
18104;18851;назначена встреча офисе;встреча
18105;18852;деятельности грузоперевозки клиент изъявил желание кредитоваться залога бизнес овердрафт клиенту не_рассчитался доверие не_подходит условиям деятельности клиент негативе эквайринг клиенту грузоперевозки;не ведет деятельность
18106;18853;генеральный директор категорически против встреч банк не_приезжает сказал прислать курьером официальный банка согласование встречи;клиент согласен на
18107;18854;клиент имеет задолженность налогам;не соответсвует требованиям
18108;18855;людвик сергей алексеевич генеральный директор клиент просил перезвонить не_ранее обсуждения вопроса кредитования;звонок
18109;18856;запланирована встреча клиентом мишкилеева;встреча
18110;18857;договорились встрече клиент сможет следующей недели необходимо позвонить;звонок
18111;18858;недоступент;не нужен\не может\не хочет
18112;18859;информация бизнесе информация бизнесе клиент занимается розничной торговлей имеет сеть магазинов одежды davi очень известный бренд территории иркутска ангарска улан группа компаний состоящая нескольких имеют несколько точек разными брендами dacota лада calvin clein davi прошлом году ноябре месяце сеть перевели наши терминалы комиссия декабре составиа более совокупе потребуется эквайринг апреле открытие нового бренда магазина одежды результат клиенту необходимо расс;группа компаний
18113;18860;назначена встреча;встреча
18114;18861;общалась бухгалтером татьяной принимает решения овердрафту страхованию пока не_интересны продукты сбербанка понадобится обратятся сбербанк размещают депозиты;не нужен\не может\не хочет
18115;18862;недозвон клиента трубку не_берет;не ответили
18116;18863;разговор состоялся романом валерьевичем назначена встреча;встреча
18117;18864;садыкова дарья сергеевна деятельности деятельность рекламная работают выручка оборот последние экспресс овердрафт не_рассчитался разговаривать клиенту неудобно попросила информацию направить почту назначен повторный звонок;не ведет деятельность
18118;18865;звонок клиентом горбатенко надежда юрьевна должность бухгалтер место встречи офис банка телефон клиента повод активности продажа некредитных продуктов предложено корпоративная карта назначена встреча дата назначенной встречи;встреча
18119;18867;назначена встреча банковским продуктам обслуживанием сбербанке точная дата неделю;встреча
18120;18868;встреча клиентом запланирована данным клиента продукт;встреча
18121;18869;встреча клиентом запланирована данным клиента продуктов;встреча
18122;18870;встреча;встреча
18123;18871;сейчас не_разговаривать перезвонить понедельник;звонок
18124;18872;стародубцев виктор алексеевич деятельности строительные работы контрактам полученой клинта информации компанию упраздняют подали документы ликвидации нет_слов клиента;ликвидация
18125;18873;встреча назначена;встреча
18126;18874;назначена встреча;встреча
18127;18875;встреча;встреча
18128;18876;встретились андреем павловичем переговорили вопросу кредитования такая потребность клиента постоянные контракты необходимо профинансировать запросила клиента документы отправки верификатора определить зону далее после ответа будем работать дальше сбором документов оборотному кредитованию отказ хотят кредит именно залог контракта;документы
18129;18877;назначена встреча рамках знакомства привлечения клиента комплексное обслуживание;встреча
18130;18878;кредитование не_интересует справляются собственными средствами глав ирина владимировна пояснила не_планируют кредитоваться планомерно погашают существующую задолженность ваничкину страхованию заинтересованности пока нет_ранее застраховали сотрудников карт бланш;не нужен\не может\не хочет
18131;18879;предложили кредитование отказ;отказ
18132;18880;назначена встреча;встреча
18133;18881;готовы обсудить условия сотрудничества не_раньше перезвонить уточнить возможности встречи звонок перенесен переговоры марией грайровной отказ ставки не_интересны обращались кредитованию инвойсинг подключен размещению средств стандартные ставки не_интересны интересен более высокий процент размещению сообщил ставки рассчитываются индвивидуально срока суммы отказ;дорогие тарифы
18134;18882;клиент пока не_заинтересован овердрафте других продуктах перезвонить недели;звонок
18135;18883;назначена встреча;встреча
18136;18884;назначена встреча;встреча
18137;18885;назначена встреча;встреча
18138;18886;назначена встреча;встреча
18139;18887;клиент попросил перезвонить утром;звонок
18140;18888;номер постоянно занят назначен повторный звонок расчитан сумму номер клиентскогоо предложения;занято
18141;18889;не_интересно вообще обслуживаются пушкин;др банк
18142;18890;мусиенко алексей александрович контактный телефон основной дейтельности техническое обслуживание ремонт автотранспортных средств выручка компании спарк выручка компании слов клиента каких банках обслуживается сбербанк какими продуктами пользуется основные условия сббол эквайринг предложенные продукты банка кредитование лизинг корп карта предложение лизинга не_покупает не_обновляет автопредложение факторинга нет_потавок комментарий клиента комментарий звонка;др продукт сб
18143;18891;ирина геннадьевна не_видит смысла встречи встретиться согласилась;клиент согласен на
18144;18892;продммб назначена встреча;встреча
18145;18893;клиент входит ресторанный синдикат имеется компаний не_находится нашей компетенции;группа компаний
18146;18894;клиент не_ответил назначен повторный звонок;звонок
18147;18895;назначена встреча;встреча
18148;18897;клиенту озвечены предложения сделан звонок назначена встреча;встреча
18149;18898;встреча проведена;встреча
18150;18899;назначена встреча мизгирёва алла валентиновна лимит овердрафта;встреча
